DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
2014-09-19 07:00:00,2.637976408,4.588616371,4.023815155,3.641566992,1.595443368,5.323468685,3.52808857,91.56204224,1,91.57957458,1,0,0,0.0,0,0,0,0.0,0,47.60856247,1,36.0201416,1,0,0,31.18331337,1,0.0,0,0.0,0,2.977546692,37.47790527,27.77372169,72.1832962,27.73672295,89.57563019,22.35351944,82.5409317,22.23910713,68.33531189,40.55707169,29.13284302,0
2014-09-19 08:00:00,2.933055639,4.085419178,3.664087534,4.508050442,2.089435101,5.5,3.689738989,94.39395905,1,94.41231537,1,0,0,0.0,0,0,0,0.0,0,0.0,0,35.38362885,1,0,0,29.82855225,1,0.0,0,0.0,0,2.976243734,35.97843552,29.0854187,72.32692719,29.0854187,57.86091614,21.59661102,82.90161133,21.49123001,72.03980255,39.07255936,30.27541924,0
2014-09-19 09:00:00,3.065995216,3.952459335,3.325515985,2.924453259,2.625566244,5.5,4.294068813,94.08916473,1,94.1074295,1,0,0,0.0,0,0,0,0.0,0,50.03255463,1,35.46834183,1,0,0,29.90725136,1,0.0,0,0.0,0,2.976385593,36.14060211,26.96260071,69.80957794,26.92203522,84.19884491,21.7591629,82.91636658,21.65326691,71.95057678,39.27733612,28.33802605,0
2014-09-19 10:00:00,3.207163811,3.339122057,3.099163771,2.883259296,3.098884583,5.5,4.782014847,92.27892303,1,92.29666901,1,0,0,34.57217789,1,0,0,0.0,0,48.38555145,1,35.75709152,1,0,0,30.50944328,1,0.0,0,0.0,0,2.977220058,37.09988403,23.15907097,85.9866333,23.22487068,83.63644409,22.47089386,83.12251282,22.36101341,70.70483398,40.3101387,24.92601776,0
2014-09-19 11:00:00,3.540579796,2.46186018,3.50415659,2.928043127,3.57736659,5.131791115,3.056698322,90.3403244,1,90.35751343,1,0,0,34.31351852,1,0,0,0.0,0,47.65761948,1,37.96593475,1,0,0,0.0,0,0.0,0,0.0,0,2.978098392,38.11971664,22.39448929,85.65731049,22.45991135,84.20471954,29.69155884,86.23925781,29.69155884,57.19304276,41.81650543,24.14963531,0
2014-09-19 12:00:00,3.846997023,1.595439792,3.885741711,3.159518003,4.035953045,5.062844276,2.43898201,91.34111786,1,91.3585968,1,0,0,32.79537582,1,0,0,0.0,0,47.54576874,1,0.0,0,0,0,33.5893364,1,0.0,0,0.0,0,2.977647066,37.59419632,21.71759033,87.45954132,21.77493286,83.72119141,29.98384666,61.65942383,29.85257339,67.35729218,41.34672165,23.44760323,0
2014-09-19 13:00:00,4.16438818,0.74591732,4.323049068,3.257567167,3.104473591,5.182810307,2.232812643,87.1951828,1,87.21147919,1,0,0,31.37724686,1,0,0,0.0,0,47.21207428,1,0.0,0,0,0,33.88804626,1,0.0,0,0.0,0,2.979489803,39.75778198,21.06685638,89.00829315,21.11726761,83.66143036,32.07608032,61.76150513,31.94260788,68.29144287,43.89566422,22.77162743,0
2014-09-19 14:00:00,4.309298992,0.74011606,4.835397243,3.405767679,2.308177948,5.363916397,2.309595346,95.04138947,1,95.05992889,1,0,0,35.11600494,1,0,0,0.0,0,49.15484619,1,0.0,0,0,0,32.93736267,1,0.0,0,111.1701965,1,2.975940943,35.63335037,25.7178688,87.61904907,25.7855854,84.75343323,28.8366127,61.63921738,28.70999336,68.61394501,28.86824417,27.96824265,0
2014-09-19 15:00:00,4.213162899,1.018639207,5.237428188,3.502160549,1.609185219,5.5,2.671541929,95.53678894,1,95.55547333,1,0,0,34.39538193,1,0,0,0.0,0,48.60980988,1,0.0,0,0,0,32.44254684,1,0.0,0,108.0515823,1,2.975708246,35.36872482,25.94312859,89.06861115,26.00761986,86.0034256,28.65687752,60.67653275,28.53375816,70.23179626,29.05207825,28.15207863,0
2014-09-19 16:00:00,4.015357494,1.487954021,4.960642815,3.881717443,1.744610786,5.5,2.819435596,95.53630066,1,95.55498505,1,0,0,0.0,0,0,0,0.0,0,49.64196396,1,35.77092361,1,0,0,30.78362083,1,0.0,0,96.21640778,1,2.975708485,35.36898804,27.88549805,73.38625336,27.8455162,85.88062286,21.71878242,82.34698486,21.60706902,69.0431366,30.51518822,29.6151886,0
2014-09-19 17:00:00,3.838395834,1.970625043,4.611964703,4.062212944,2.222913742,5.5,2.978401184,95.71764374,1,95.73638916,1,0,0,0.0,0,0,0,0.0,0,49.84274673,1,35.73555374,1,0,0,30.32584953,1,0.0,0,93.20317078,1,2.975622892,35.27199554,28.17079353,71.8498764,28.13051224,85.77663422,21.67969131,82.36865234,21.57103539,70.51625824,30.7814312,29.88143158,0
2014-09-19 18:00:00,3.669507504,2.419598579,4.216022491,4.161600113,2.654482126,5.5,3.4108603,95.80056,1,95.81932068,1,0,0,0.0,0,0,0,0.0,0,50.03539276,1,35.4211731,1,0,0,30.39788818,1,0.0,0,90.53253937,1,2.975583792,35.22763062,28.45393372,73.04139709,28.4133625,85.68405151,21.63030434,82.87184143,21.52116776,70.23096466,31.04825211,30.14825058,0
2014-09-19 19:00:00,3.5139153,2.838817596,3.88452673,4.194154739,3.123234749,5.5,3.714114189,95.63297272,1,95.65168762,1,0,0,0.0,0,0,0,0.0,0,50.3516655,1,35.70582199,1,0,0,30.21464348,1,0.0,0,88.68531036,1,2.975662947,35.31729126,28.75304222,69.51380157,28.71199608,85.36138916,21.62901306,82.37004852,21.52109146,70.82805634,31.33759308,30.43759346,0
2014-09-19 20:00:00,3.38761425,3.235518217,3.431345463,4.088838577,3.452466249,5.5,4.084313869,97.0940094,1,97.11315155,1,0,0,0.0,0,0,0,0.0,0,50.29192734,1,35.25375748,1,0,0,30.45627022,1,0.0,0,81.88428497,1,2.974969864,34.53373337,28.81832314,70.0189743,28.77736855,85.54460144,20.82432365,82.35793304,20.71479988,69.23369598,31.36029434,30.46029282,0
2014-09-19 21:00:00,3.176128626,3.560256243,3.011464119,4.071053028,3.785329103,5.5,4.051071644,97.30911255,1,97.32832336,1,0,0,0.0,0,0,0,0.0,0,50.26772308,1,35.50163269,1,0,0,30.45167542,1,0.0,0,78.93979645,1,2.974866867,34.4180069,29.01670837,69.69235992,28.97579002,85.79067993,20.56529427,81.66625214,20.45580101,68.98934174,31.54115677,30.64115715,0
2014-09-19 22:00:00,2.956653833,3.604223251,3.255531549,4.111636162,3.952804804,5.5,3.969639063,97.57403564,1,97.59332275,1,0,0,36.28847885,1,0,0,0.0,0,50.2611351,1,35.17599106,1,0,0,30.7003746,1,0.0,0,81.98477173,1,2.974740028,34.27536392,27.95748329,87.80146027,28.03026009,84.85814667,20.36057472,82.03010559,20.24941826,67.96229553,30.93818474,30.03818512,0
2014-09-19 23:00:00,2.851128817,3.584630251,3.706222773,3.885237217,3.276382685,5.5,3.764782429,96.32550812,1,96.34442902,1,0,0,35.64081192,1,0,0,0.0,0,49.98068237,1,0.0,0,0,0,31.8422699,1,0.0,0,87.81902313,1,2.97533536,34.94641113,27.97863007,88.96804047,28.04809761,85.42632294,27.67661858,62.05554962,27.55768585,71.38143158,30.98151207,30.08151054,0
2014-09-20 00:00:00,2.852578402,3.608075142,4.182031155,3.930545092,2.496947765,5.5,4.084177017,96.20401764,1,96.22290039,1,0,0,35.07624817,1,0,0,0.0,0,49.6053772,1,0.0,0,0,0,31.2361393,1,0.0,0,88.01811218,1,2.975393057,35.01154327,28.02190208,89.99044037,28.08872795,86.19470215,27.79730415,62.1462822,27.68252945,73.59552765,31.01270294,30.11270332,0
2014-09-20 01:00:00,2.8685987,3.643915415,4.676703453,4.162787914,1.848152995,5.5,4.751298428,95.37327576,1,95.39191437,1,0,0,34.0520134,1,0,0,0.0,0,48.81525421,1,0.0,0,0,0,30.36619949,1,0.0,0,90.57798767,1,2.975785255,35.45612717,28.12701416,91.82607269,28.18931007,87.80083466,28.20534897,62.29292297,28.0964241,76.91003418,31.10929108,30.20929146,0
2014-09-20 02:00:00,3.036331177,3.874851942,5.219208241,4.164119244,1.717707038,5.234632969,3.601468325,94.9336853,1,94.95219421,1,0,0,34.24557495,1,0,0,0.0,0,0.0,0,37.32991028,1,0,0,0.0,0,0.0,0,79.91793823,1,2.975991488,35.69081497,30.20493698,93.58146667,30.30705452,67.57269287,27.49950981,85.23956299,27.49950981,58.48342514,32.74205017,31.84205055,0
2014-09-20 03:00:00,3.178844452,4.557200909,5.074204445,3.136508703,2.355125904,4.893931389,2.184201002,94.43115997,1,94.44953156,1,0,0,0.0,0,0,0,0.0,0,0.0,0,34.95804596,1,0,0,30.76959419,1,0.0,0,64.39006042,1,2.97622633,35.95862961,32.4363327,75.65428925,32.4363327,66.7117691,21.90621185,83.95270538,21.79477692,69.43225098,34.69597626,33.79597855,0
2014-09-20 04:00:00,3.179517984,4.961979389,4.829638481,3.39072156,3.003974676,5.20890379,2.899742365,94.37858582,1,94.39693451,1,0,0,0.0,0,0,0,0.0,0,49.01657867,1,34.50165558,1,0,0,30.40646553,1,0.0,0,79.46533966,1,2.976250887,35.98662186,30.5027256,76.0581131,30.46367264,89.69434357,22.19141006,85.01628876,22.08221626,70.7639389,33.02170181,32.12170029,0
2014-09-20 05:00:00,3.21803236,5.279489517,4.624745369,4.215162277,3.729209661,5.5,3.849007845,94.65435791,1,94.67279053,1,0,0,0.0,0,0,0,0.0,0,49.12413788,1,34.58098602,1,0,0,29.46237755,1,0.0,0,76.84753418,1,2.976122141,35.83974075,30.70487213,74.88529205,30.66566086,89.69197845,22.30904579,84.99570465,22.20604897,73.9115448,33.20950699,32.30950928,0
2014-09-20 06:00:00,3.450574875,5.50009203,4.362531185,3.971590996,3.819188833,5.495097637,4.777394772,86.71289063,1,86.72905731,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,2.979699373,40.00699234,30.50009155,74.40187836,30.50009155,67.6558609,35.35780334,64.079422,35.35780334,59.46878052,44.45028305,31.69009209,0
2014-09-20 07:00:00,4.042984962,5.50009346,4.088671207,2.982167721,3.277499437,5.182074547,3.334792137,87.5952301,1,87.61164856,1,0,0,0.0,0,0,0,0.0,0,49.38360977,1,0.0,0,0,0,0.0,0,0.0,0,0.0,0,2.979315042,39.55047989,28.5577774,73.40307617,28.51818085,87.05054474,35.19298935,63.32395554,35.19298935,58.33045959,44.02235794,29.92877197,0
2014-09-20 08:00:00,4.504751682,4.977508545,3.779288054,3.508410215,2.696418285,5.113672256,2.76868248,112.0102081,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.49634933,1,0.0,0,0,0,32.98627853,1,0.0,0,0.0,0,2.990967274,26.32254791,28.02695847,72.09468079,27.98719406,86.30278778,29.28820992,62.22701645,29.16124153,68.88577271,38.85847473,29.39871979,0
2014-09-20 09:00:00,4.557706356,4.453427315,3.425998211,3.838742495,2.028522015,5.354659557,3.0262146,112.626976,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.53029251,1,0.0,0,0,0,33.07450104,1,0.0,0,0.0,0,2.990874767,25.97339821,27.50039673,70.35081482,27.46058273,85.71078491,29.11547661,60.86573029,28.9878788,68.38769531,38.64743042,28.87239075,0
2014-09-20 10:00:00,4.489906788,3.92875886,3.018380642,4.001047611,1.626561284,5.5,3.060345888,113.3406372,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.61541367,1,36.34309006,1,0,0,31.13729477,1,0.0,0,0.0,0,2.990767479,25.56851768,26.96950531,68.56435394,26.92956543,85.01576996,21.83796501,81.44676971,21.72386169,67.97214508,38.15998077,28.34207916,0
2014-09-20 11:00:00,4.319032192,3.134723663,3.200159073,3.922981501,1.960318804,5.5,2.908115864,112.8544388,1,0.0,0,0,0,33.88975525,1,0,0,0.0,0,47.78032684,1,36.03759384,1,0,0,30.74035072,1,0.0,0,0.0,0,2.990840673,25.84444427,23.103405,87.07122803,23.16631699,84.68861389,22.21541977,82.37004089,22.10399437,69.68424225,38.33270645,24.85307693,0
2014-09-20 12:00:00,4.205352783,2.271363974,3.640487194,4.040759563,2.39271903,5.5,3.17396903,112.696846,1,0.0,0,0,0,33.89098358,1,0,0,0.0,0,47.31357956,1,35.74731827,1,0,0,30.5578022,1,0.0,0,0.0,0,2.990864277,25.9337883,22.29195404,86.25771332,22.35554314,84.71853638,22.37044144,83.039505,22.26024055,70.44472504,38.36435699,24.03679466,0
2014-09-20 13:00:00,4.119546413,1.412704349,4.040689468,4.188156605,2.878162384,5.5,3.542393208,112.9443665,1,0.0,0,0,0,32.30548477,1,0,0,0.0,0,46.94351196,1,35.72738647,1,0,0,30.14354134,1,0.0,0,0.0,0,2.990827084,25.79343987,21.65717888,88.1716156,21.71279335,84.73336792,22.33949471,83.04219055,22.23204422,71.76937103,38.23150635,23.37344551,0
2014-09-20 14:00:00,4.025403976,0.574869215,4.497822762,4.346351147,3.312679768,5.5,4.100983143,112.8624573,1,0.0,0,0,0,32.11942673,1,0,0,0.0,0,46.37398911,1,35.4878006,1,0,0,29.85544014,1,0.0,0,0.0,0,2.990839481,25.83989716,20.90233803,87.7065506,20.95778275,84.97445679,22.4743576,83.59729767,22.36880112,72.83163452,38.23498154,22.60998535,0
2014-09-20 15:00:00,3.658369064,0.560425997,4.963265419,4.216524124,3.762415171,5.5,4.721857071,118.0123138,1,0.0,0,0,0,34.13928604,1,0,0,0.0,0,0.0,0,34.48547363,1,0,0,29.35263252,1,0.0,0,81.87281036,1,2.990050316,22.89587021,27.02145004,90.5753479,27.12298203,65.26192474,20.11975098,82.96816254,20.01746178,72.06564331,29.56903648,28.66903496,0
2014-09-20 16:00:00,3.386058807,1.1605165,5.191943169,3.026317835,3.665040493,5.232181549,3.590896368,116.0141678,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.65777206,1,0.0,0,0,0,0.0,0,0.0,0,91.18164063,1,2.990360022,24.04371834,27.25532341,72.71753693,27.21531868,85.21981812,30.15246773,63.80544281,30.15246773,56.65045166,29.85130501,28.95130348,0
2014-09-20 17:00:00,3.143270016,1.577112079,4.806993484,3.240477324,3.100981712,4.98044014,2.290222406,116.8430862,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.3296814,1,0.0,0,0,0,32.42717361,1,0.0,0,85.30319977,1,2.990232229,23.56839371,27.37599754,72.87975311,27.33648109,85.97138214,26.79051781,62.39341354,26.66750717,68.42063904,29.9322319,29.03223038,0
2014-09-20 18:00:00,2.854150295,1.946628809,4.443727493,3.57792449,2.39610815,5.21524477,2.589101076,117.6652145,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.68105698,1,0.0,0,0,0,32.00961304,1,0.0,0,80.4005661,1,2.990104437,23.09576607,27.49477386,72.34279633,27.4547348,85.41430664,26.36419106,61.54646683,26.24409676,69.48060608,30.02374458,29.12374496,0
2014-09-20 19:00:00,2.547437668,2.260332823,4.073461056,3.721293211,1.669944167,5.5,3.115628719,118.5935898,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.73539734,1,0.0,0,0,0,31.24688148,1,0.0,0,75.01066589,1,2.989959478,22.56064415,27.5864048,71.40474701,27.54628563,85.4005661,25.92320633,60.39039993,25.80835724,71.68474579,30.08488083,29.1848793,0
2014-09-20 20:00:00,2.129987717,2.455933809,3.681058168,3.821752548,1.772519231,5.5,3.517617464,120.1113205,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.80196762,1,34.80353928,1,0,0,29.96449661,1,0.0,0,65.82571411,1,2.989720106,21.68258476,27.49114418,69.84368134,27.45092392,85.17620087,18.43906593,80.74774933,18.33279419,68.44702148,29.94170952,29.0417099,0
2014-09-20 21:00:00,1.718683481,2.613406658,3.246140718,3.841804981,2.157970667,5.5,3.482411623,120.7133408,1,0.0,0,0,0,0.0,0,0,0,0.0,0,50.08127213,1,34.93992233,1,0,0,29.49185944,1,0.0,0,61.50057602,1,2.9896245,21.33319473,27.54461479,65.87414551,27.50397682,84.68496704,18.10656738,80.17938232,18.00337791,69.61643219,29.97619438,29.07619476,0
2014-09-20 22:00:00,1.303474784,2.547092438,3.152969122,3.672234297,2.408570528,5.5,3.735772848,122.2354431,1,0.0,0,0,0,36.52373505,1,0,0,0.0,0,49.83625412,1,34.68940735,1,0,0,29.88271904,1,0.0,0,59.63076019,1,2.989380836,20.44704628,26.35739136,85.7794342,26.43217468,84.09087372,17.07177162,79.57528687,16.96603775,67.34265137,29.21917915,28.31917763,0
2014-09-20 23:00:00,0.915282369,2.310930729,3.54035306,3.397362947,2.571079969,5.5,3.406549215,98.93159485,1,98.95128632,1,0,0,36.0486412,1,0,0,0.0,0,49.93713379,1,35.23968506,1,0,0,30.38771057,1,0.0,0,81.03569794,1,2.974085331,33.54222488,26.66827011,86.93917847,26.74014473,84.20265198,18.92163086,80.47943115,18.81256294,67.55565643,29.63576508,28.73576546,0
2014-09-21 00:00:00,0.783477664,2.257207394,3.956191063,3.243199825,2.773905516,5.5,3.151525259,98.28477478,1,98.30426788,1,0,0,34.04973602,1,0,0,0.0,0,49.17750168,1,34.29210663,1,0,0,29.35644722,1,0.0,0,83.54186249,1,2.974398375,33.89199066,26.68048286,90.38395691,26.74222946,85.67182922,19.66545677,82.84130859,19.5631485,71.6032486,29.62215042,28.7221508,0
2014-09-21 01:00:00,0.72057879,2.260256767,4.473347664,3.547621965,3.327022791,5.5,3.812275887,97.68254089,1,97.70185852,1,0,0,33.1510582,1,0,0,0.0,0,48.21380615,1,34.14064789,1,0,0,28.66617775,1,0.0,0,85.42300415,1,2.974688053,34.21689987,26.72498703,91.89759827,26.78326607,87.51463318,20.06774521,83.49479675,19.96984291,74.12154388,29.65381813,28.75381851,0
2014-09-21 02:00:00,0.720747948,2.303786993,5.022006512,4.148164749,3.90359354,5.5,4.785918236,97.62197113,1,97.64126587,1,0,0,32.95316696,1,0,0,0.0,0,47.93471527,1,33.73677444,1,0,0,28.35612297,1,0.0,0,85.30672455,1,2.97471714,34.24954224,26.77739525,92.26768494,26.83501816,88.07610321,20.25510979,84.35528564,20.15916252,75.2395401,29.69950676,28.79950714,0
2014-09-21 03:00:00,0.980078816,2.704022646,5.174955845,4.065182209,3.73905158,5.242720127,3.645262957,94.54786682,1,94.56626129,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,72.66763306,1,2.976171732,35.89648056,31.30594635,76.85832214,31.30594635,69.41046906,30.28018951,64.55378723,30.28018951,60.62079239,33.608181,32.70818329,0
2014-09-21 04:00:00,1.347892046,3.468392372,5.002356529,3.336048841,3.313402414,5.011418343,2.850106001,93.74925232,1,93.76741791,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,71.87431335,1,2.976543188,36.32123566,31.99782753,76.58444214,31.99782753,68.74678802,30.80918694,64.40391541,30.80918694,59.80644608,34.29579163,33.3957901,0
2014-09-21 05:00:00,1.638892531,4.00917387,4.822141647,3.487813711,2.956911564,5.108811378,3.048406124,95.36013031,1,95.37876892,1,0,0,0.0,0,0,0,0.0,0,48.24723816,1,0.0,0,0,0,31.60885811,1,0.0,0,79.91521454,1,2.975791454,35.46318436,29.60904503,76.47789764,29.57111931,90.2383194,27.39876938,64.05748749,27.28144646,71.91732788,32.12548447,31.22548294,0
